Instrument,Segment Name,Segment Code,year,number of segments
GOAU4.SA,Brazil,331110,-4,5
PETR4.SA,Corporate,211120,-4,5
PETR4.SA,Eliminations,,-4,5
PETR4.SA,Gas and Power,211120,-4,5
PETR4.SA,Exploration and Production,211120,-4,5
PETR4.SA,Retail,"486210, 486110, 424710, 324110",-4,5
CS.TO,Cozamin,212230,-4,4
CS.TO,Santa Domingo,"212230, 212290, 212220, 212210",-4,4
CS.TO,Pinto Valley,212230,-4,4
CS.TO,Other,"212290, 523999",-4,4
AUTLANB.MX,,,-4,0
BIMBOA.MX,Eliminations,,-4,5
BIMBOA.MX,"Europe, Asia and Africa","311821, 311813, 311812",-4,5
BIMBOA.MX,North America (US and Canada),"311821, 311813, 311812",-4,5
BIMBOA.MX,Latin America,"311821, 311813, 311812",-4,5
BIMBOA.MX,Mexico,"311830, 311821, 311813, 311812",-4,5
ORBIA.MX,Parent Company,,-4,5
ORBIA.MX,Fluent,326122,-4,5
ORBIA.MX,Fluor,"325180, 212390, 325211, 325120",-4,5
ORBIA.MX,Vinyl,325211,-4,5
ORBIA.MX,Eliminations,,-4,5
CEMEXCPO.MX,,,-4,0
ALFAA.MX,Auto Parts,325110,-4,6
ALFAA.MX,Refrigerators Components,"311612, 311513, 311511",-4,6
ALFAA.MX,Gas and Hydrocarbon Exploration,"325110, 221210",-4,6
ALFAA.MX,Telecommunications,"517112, 517111, 541519, 541512",-4,6
ALFAA.MX,Eliminations,,-4,6
ALFAA.MX,Petrochemicals and Syntetic Fibers,"325211, 325110",-4,6
PEOLES.MX,Other,,-4,5
PEOLES.MX,Eliminations,,-4,5
PEOLES.MX,Precious Metals Mining,212220,-4,5
PEOLES.MX,Metallurgist,331410,-4,5
PEOLES.MX,Base Metals Mining,212230,-4,5
FEMSAUBD.MX,Consolidation adjustments,,-4,6
FEMSAUBD.MX,Coca-Cola FEMSA,312111,-4,6
FEMSAUBD.MX,Other,,-4,6
FEMSAUBD.MX,FEMCO Combustible,457120,-4,6
FEMSAUBD.MX,FEMCO Salud,456110,-4,6
FEMSAUBD.MX,FEMCO Proximidad,445110,-4,6
WT.N,International Business segment,523940,-4,2
WT.N,U.S. Business segment,,-4,2
TKO.TO,,,-4,0
FVI.TO,Cuzcatlan,"212220, 213114",-4,4
FVI.TO,Corporate,,-4,4
FVI.TO,Bateas,"212230, 212220, 213114",-4,4
FVI.TO,Mansfield,212220,-4,4
NATR.OQ,Asia,"456199, 424210, 325411",-4,4
NATR.OQ,Latin America and Other,"456199, 424210, 325411",-4,4
NATR.OQ,North America,"456199, 424210, 325411",-4,4
NATR.OQ,Europe,"456199, 424210, 325411",-4,4
COLBUN.SN,Sale of Power,221122,-4,3
COLBUN.SN,Electricity Generation,"221112, 221111",-4,3
COLBUN.SN,Other Income,221118,-4,3
ODFL.OQ,,,-4,0
MMS.N,U.S. Federal Services,"541611, 541511",-4,3
MMS.N,U.S. Services,923120,-4,3
MMS.N,Outside the U.S.,"923120, 561312, 541690, 541611",-4,3
CASAGRC1.LM,Other Products and Services,"311314, 488510",-4,8
CASAGRC1.LM,Alcohol,325193,-4,8
CASAGRC1.LM,Sugar,311314,-4,8
CASAGRC1.LM,Sugar and Derivatives,311314,-4,8
CASAGRC1.LM,Processing of grapes,311421,-4,8
CASAGRC1.LM,Other Minor Income,,-4,8
CASAGRC1.LM,Processing of Sugar,311314,-4,8
CASAGRC1.LM,Grapes,111332,-4,8
AME.N,Electromechanical,"339112, 334519, 334511",-4,2
AME.N,Electronic Instruments,"335313, 335312, 334513, 334419",-4,2
VLO.N,Refining,"522299, 541613, 324110",-4,4
VLO.N,Corporate,,-4,4
VLO.N,Ethanol,"541614, 424720, 324110, 221113",-4,4
VLO.N,VLP,324110,-4,4
UGPA3.SA,Ultracargo,493190,-4,7
UGPA3.SA,Ipiranga,"457110, 424720, 424710",-4,7
UGPA3.SA,Ultragaz,457210,-4,7
UGPA3.SA,Other,,-4,7
UGPA3.SA,Oxiteno,325199,-4,7
UGPA3.SA,Interesegment Elimination,,-4,7
UGPA3.SA,Extrafarma,456110,-4,7
BACHOCOB.MX,Other,,-4,2
BACHOCOB.MX,Poultry,"311615, 112340, 112310",-4,2
CHRW.OQ,North American Surface transportation,"488510, 484122",-4,5
CHRW.OQ,All Other and corporate,,-4,5
CHRW.OQ,Robinson fresh,424480,-4,5
CHRW.OQ,Global Forwarding,488510,-4,5
CHRW.OQ,Eliminations,,-4,5
PPL.TO,Pipeline Division,"486210, 486110",-4,4
PPL.TO,Midstream Business,"486210, 486110",-4,4
PPL.TO,Corporate,,-4,4
PPL.TO,Facilities Division,"486210, 486110",-4,4
CWST.OQ,other,,-4,5
CWST.OQ,Eliminations,,-4,5
CWST.OQ,Eastern,562111,-4,5
CWST.OQ,Recycling,562111,-4,5
CWST.OQ,Western,562111,-4,5
FE.N,Reconciling Adjustments,,-4,4
FE.N,Regulated Transmission,221118,-4,4
FE.N,Regulated Distribution,"221122, 221113, 221112",-4,4
FE.N,Other/Corporate,,-4,4
AMG.N,,,-4,0
INGR.N,,,-4,0
URI.N,Specialty ,"532490, 532412",-4,2
URI.N,General rentals,532289,-4,2
AQN.TO,Liberty Utilities,"221310, 221210, 221122",-4,3
AQN.TO,Liberty Power Group,"221118, 221121, 221111",-4,3
AQN.TO,Corporate,,-4,3
AAIC.N,,,-4,0
AEE.N,Ameron Missouri,"221210, 221122, 221112",-4,6
AEE.N,Inter Segment Eliminations,,-4,6
AEE.N,Ameron Illinois Electric Distribution,"221210, 221122, 221112",-4,6
AEE.N,Other,,-4,6
AEE.N,Ameren Transmission,221121,-4,6
AEE.N,Ameren Illinois Natural Gas,221210,-4,6
PWR.N,Electric Power Infrastructure Solutions,238210,-4,2
PWR.N,Underground Utility and Infrastructure Solutions,"486210, 237110, 213112",-4,2
RBA.TO,Other,423830,-4,2
RBA.TO,A & M,423830,-4,2
FHI.N,,,-4,0
EGIE3.SA,,,-4,0
BTU.N,Western U.S. Mining,212115,-4,6
BTU.N,Corporate and Other,,-4,6
BTU.N,Powder River Basin Mining,"212115, 212114",-4,6
BTU.N,Midwestern U.S. Mining,212115,-4,6
BTU.N,Seaborne Metallurgical -Mining,"212115, 212114",-4,6
BTU.N,Seaborne Thermal Mining,"212115, 212114",-4,6
WCC.N,WESCO,423610,-4,1
SRE.N,Sempra Mexico,"486210, 221210",-4,8
SRE.N,Sempra Renewables,"221210, 221111",-4,8
SRE.N,SoCalGas,221210,-4,8
SRE.N,SDG&E,"221118, 221210, 221121",-4,8
SRE.N,Intersegment revenues,,-4,8
SRE.N,Adjustments and eliminations,,-4,8
SRE.N,Sempra Natural Gas,221210,-4,8
SRE.N,All Other,,-4,8
RSG.N,,,-4,0
RAIL3.SA,Container Operations,482111,-4,3
RAIL3.SA,Operations Sul,482111,-4,3
RAIL3.SA,Operations Norte,482111,-4,3
EPD.N,Crude Oil Pipelines & Services,486110,-4,4
EPD.N,Natural Gas Pipelines & Services,486210,-4,4
EPD.N,NGL Pipelines & Services,"211130, 486910",-4,4
EPD.N,Petrochemical & Refined Products services,"486990, 325110",-4,4
PAA.OQ,Transportation,"486210, 486110",-4,4
PAA.OQ,Facilities,"486210, 486110",-4,4
PAA.OQ,Supply & Logistics,"486210, 486110, 424720",-4,4
PAA.OQ,Intersegment Adjustment,541614,-4,4
ALA.TO,Corporate/Other,,-4,5
ALA.TO,Power Generation,"221118, 221112, 221111",-4,5
ALA.TO,Intersegment Elimination,,-4,5
ALA.TO,Utilities,"486210, 221210, 221122",-4,5
ALA.TO,Gas,"211130, 221210",-4,5
TRPL4.SA,,,-4,0
CE.N,Acetate Tow,325199,-4,5
CE.N,Engineered Materials,"325220, 325212, 325211",-4,5
CE.N,Other Activities,,-4,5
CE.N,Acetyl Chain,"325510, 325211, 325199",-4,5
CE.N,Intersegments Eliminations,,-4,5
BLK.N,,,-4,0
NEE.N,Corp. and Other,,-4,3
NEE.N,FPL,"221121, 221113, 221112",-4,3
NEE.N,NextEra Energy Resources,"221118, 486210, 221121, 221113",-4,3
SAPR4.SA,Water,221310,-4,2
SAPR4.SA,Sewage,221310,-4,2
PX.N,,,-4,0
SPTN.OQ,Retail,445110,-4,3
SPTN.OQ,Military,424410,-4,3
SPTN.OQ,Food Distributions,"445110, 424410",-4,3
BRAP4.SA,,,-4,0
NS.N,Fuels Marketing,"211120, 457210, 486110",-4,4
NS.N,Consolidation and Intersegment Eliminations,,-4,4
NS.N,Storage,"493190, 493110, 486110",-4,4
NS.N,Pipeline,"486910, 486210, 237120",-4,4
RGP.OQ,,,-4,0
CVERDEC1.LM,Molybdenum concentrate and Silver Content,212230,-4,4
CVERDEC1.LM,Copper Cathodes,"331410, 212230",-4,4
CVERDEC1.LM,Copper Concentrates,212230,-4,4
CVERDEC1.LM,OEFA and OSINERGMIN contributions,,-4,4
GPN.N,Merchant Solutions,"513210, 522320",-4,4
GPN.N,Intersegment Eliminations,,-4,4
GPN.N,Business and Consumer Solutions,"513210, 522320",-4,4
GPN.N,Issuer Solutions,"513210, 522320",-4,4
GDI.TO,Janitorial Canada,"561790, 561720",-4,5
GDI.TO,Technical Services,541990,-4,5
GDI.TO,Janitorial USA,"561790, 561720",-4,5
GDI.TO,Complementary Services,"561720, 424690",-4,5
GDI.TO,Corporate and eliminations,,-4,5
GLNG.OQ,FLNG,"211120, 486210, 221210",-4,4
GLNG.OQ,Power,483111,-4,4
GLNG.OQ,Shipping,"486210, 483111",-4,4
GLNG.OQ,Corporate and Other,,-4,4
XPO.N,Eliminations,,-4,4
XPO.N,Logistics,541614,-4,4
XPO.N,Transportation,"541614, 488490, 484110",-4,4
XPO.N,Corporate,,-4,4
CHE_u.TO,SPPC,"212390, 424690, 325998, 325199",-4,4
CHE_u.TO,Corporate,,-4,4
CHE_u.TO,WSSC,"325180, 212390, 424690",-4,4
CHE_u.TO,EC,"325180, 424690, 322110, 236210",-4,4
WCN.TO,Intermodal and other,"562219, 562111",-4,9
WCN.TO,Industrial and Construction roll off,"562920, 562219, 562212, 562111",-4,9
WCN.TO,E&P,"562920, 562219, 562212, 562111",-4,9
WCN.TO,Residential,"562920, 562219, 562212, 562111",-4,9
WCN.TO,Commercial,"562920, 562219, 562212, 562111",-4,9
WCN.TO,Landfill,"562219, 562111",-4,9
WCN.TO,Recycling,"562219, 562111",-4,9
WCN.TO,Transfer,"562219, 562111",-4,9
WCN.TO,Intercompany,"562219, 562212",-4,9
HEES.OQ,Used Equipment Sales,"532490, 423830",-4,6
HEES.OQ,Service Revenues,811310,-4,6
HEES.OQ,Parts sales,"532490, 423830",-4,6
HEES.OQ,Non Segmental Revenue,,-4,6
HEES.OQ,Equipment Sales,"423830, 423810",-4,6
HEES.OQ,Equipment Rental,532412,-4,6
SAIA.OQ,,,-4,0
CMP.N,Plant Nutrition North America,"325180, 212390, 325314, 325312",-4,4
CMP.N,Salt,212390,-4,4
CMP.N,Corporate & Other,,-4,4
CMP.N,Plant Nutrition South America,325411,-4,4
KEY.TO,Liquid Infrastructure,211130,-4,5
KEY.TO,Marketing,424720,-4,5
KEY.TO,Gathering & Processing,"486210, 221210",-4,5
KEY.TO,Corporate & Other,,-4,5
KEY.TO,Elimination,,-4,5
FA.OQ,,,-4,0
WLK.N,Olefins,325211,-4,2
WLK.N,Vinyls,"326122, 325211",-4,2
KUT.V,,,-4,0
BIP.N,Transport,"486210, 482112, 482111",-4,6
BIP.N,Utilities,"486210, 221122",-4,6
BIP.N,Midstream,"221210, 221122",-4,6
BIP.N,Corporate/Other,,-4,6
BIP.N,Unconsolidated,,-4,6
BIP.N,Data,"518210, 221121",-4,6
KW.N,Corporate,,-4,3
KW.N,Investments,531110,-4,3
KW.N,Investment management and real estate services,531390,-4,3
IVZ.N,,,-4,0
VMC.N,Concrete,327320,-4,5
VMC.N,Aggregates,"212321, 212319",-4,5
VMC.N,Aggregates Intersegment Sales,,-4,5
VMC.N,Asphalt mix,324121,-4,5
VMC.N,calcium,"325180, 325199",-4,5
VTNR.OQ,Refining & Marketing,324110,-4,3
VTNR.OQ,Black Oil,324110,-4,3
VTNR.OQ,Recovery,211130,-4,3
SUZB3.SA,Cellulose,322120,-4,2
SUZB3.SA,Paper,322120,-4,2
USIM5.SA,Eliminations and Adjustments,,-4,5
USIM5.SA,Steel Processing,"331110, 332313, 332312, 332311",-4,5
USIM5.SA,Steel,331110,-4,5
USIM5.SA,Capital Goods,"331110, 332322",-4,5
USIM5.SA,Mining and Logistics,331110,-4,5
SORIANAB.MX,,,-4,0
HERDEZ.MX,Preserved Products,424410,-4,3
HERDEZ.MX,Frozen Products,424420,-4,3
HERDEZ.MX,Export,"311824, 312111, 311941, 311421",-4,3
ICHB.MX,,,-4,0
LSTR.OQ,Insurance,524126,-4,2
LSTR.OQ,Transportation Logistics,"484121, 483111, 482111, 481112",-4,2
USNA.N,,,-4,0
GCC.MX,,,-4,0
PARR.N,Eliminations,,-4,4
PARR.N,Refining,324110,-4,4
PARR.N,Retail,457120,-4,4
PARR.N,Logistics,486110,-4,4
SIMECB.MX,,,-4,0
YPFD.BA,Natural Gas and Electricity,"211120, 486110, 324110, 213112",-4,5
YPFD.BA,Exploration & Production,"211120, 324110",-4,5
YPFD.BA,Consolidation Adjustments,,-4,5
YPFD.BA,Corporate & Others,,-4,5
YPFD.BA,Downstream,"457210, 486110, 424720, 324110",-4,5
TTEK.OQ,,,-4,0
PNW.N,,,-4,0
ENELAM.SN,Generation,"221118, 221112, 221111",-4,3
ENELAM.SN,Distribution,"221122, 221121",-4,3
ENELAM.SN,Eliminations,,-4,3
RDUS.OQ,Auto and Metals Recycling,"423930, 331492",-4,3
RDUS.OQ,Intersegment Eliminations,,-4,3
RDUS.OQ,Cascade Steel and Scrap,331110,-4,3
CEPU.BA,Eliminations,,-4,4
CEPU.BA,Others,"221118, 237130",-4,4
CEPU.BA,GAs Distribution,221210,-4,4
CEPU.BA,Energy Generation,"221118, 221112, 221111",-4,4
HAIN.OQ,,,-4,0
MTL.TO,Oilfield Services,"493190, 486210, 213112, 213111",-4,5
MTL.TO,Trucking,"484121, 484110",-4,5
MTL.TO,Other/Corporate,,-4,5
MTL.TO,Oilfield Eliminations,,-4,5
MTL.TO,Trucking Division Eliminations,,-4,5
VBBR3.SA,Eliminations,,-4,6
VBBR3.SA,Corporativo,,-4,6
VBBR3.SA,Aviation,"424720, 424710",-4,6
VBBR3.SA,Large Consumers,424720,-4,6
VBBR3.SA,Network of Petrol Stations,457110,-4,6
VBBR3.SA,Others,424690,-4,6
MLM.N,Magnesia Specialties,"325180, 327410",-4,3
MLM.N,West Group,"327320, 327310, 212321, 212313",-4,3
MLM.N,East Group,"324121, 212321, 212313",-4,3
MED.N,,,-4,0
CFV.CN,Gas & Energy,"486210, 221210",-4,7
CFV.CN,AgroIndustry,"114119, 112990, 111998",-4,7
CFV.CN,Hotel,721110,-4,7
CFV.CN,Financial,523150,-4,7
CFV.CN,Adjustments & Eliminations,,-4,7
CFV.CN,Others,,-4,7
CFV.CN,Infrastructure,"237990, 237310",-4,7
STN.TO,Consulting Services-Global,541618,-4,4
STN.TO,Consulting Services-United States,"541618, 541330",-4,4
STN.TO,Adjustments and Eliminations,,-4,4
STN.TO,Consulting Services-Canada,541618,-4,4
EXP.N,Gypsum Wallboard,327420,-4,6
EXP.N,Intersegment Sales,,-4,6
EXP.N,Paperboard,322130,-4,6
EXP.N,Joint Venture,,-4,6
EXP.N,Cement,327310,-4,6
EXP.N,Concrete and Aggregates,327320,-4,6
VET.TO,,,-4,0
GRUMAB.MX,Corn Flour (Mexico),311211,-4,5
GRUMAB.MX,Other Reconciling Item,,-4,5
GRUMAB.MX,Other,,-4,5
GRUMAB.MX,Corn Flour Package Tortilla ( Europe),"311830, 311211",-4,5
GRUMAB.MX,Corn Flour and Packaged Tortilla (United States),"311830, 311211",-4,5
CIX.TO,Eliminations,,-4,3
CIX.TO,Asset Administration,523940,-4,3
CIX.TO,Asset Management,523940,-4,3
GEO.N,GEO Care,"513210, 623990, 561210",-4,4
GEO.N,US Secure Services,"623220, 561210, 531120, 485991",-4,4
GEO.N,International Services,"922140, 561210, 236220",-4,4
GEO.N,Facility Construction & Design,236220,-4,4
AGUASA.SN,Non Water,,-4,2
AGUASA.SN,Water,"221320, 221310",-4,2
PAMP.BA,Holding,,-4,6
PAMP.BA,Generation,221118,-4,6
PAMP.BA,Elimination,,-4,6
PAMP.BA,Distribution,221122,-4,6
PAMP.BA,Oil and Gas,211120,-4,6
PAMP.BA,Petrochemistry,324110,-4,6
DAR.N,Feed Ingredients,311613,-4,4
DAR.N,Food ingredients,"311613, 311612",-4,4
DAR.N,Fuel Ingredients,311225,-4,4
DAR.N,Corporate,,-4,4
GMEXICOB.MX,Transport Service,482111,-4,5
GMEXICOB.MX,SPCC,212230,-4,5
GMEXICOB.MX,MM,"212230, 212220",-4,5
GMEXICOB.MX,Infrastructure,212230,-4,5
GMEXICOB.MX,ASARCO,212230,-4,5
RS.N,,,-4,0
SCCO.N,Peruvian Operations,"212230, 212290, 212220",-4,4
SCCO.N,Corporate and Other Eliminations,,-4,4
SCCO.N,Mexican IMMSA Unit,"212230, 212290, 212220",-4,4
SCCO.N,Mexican Open Pit,"331410, 212230, 212290, 212220",-4,4
MINSURI1.LM,Tin and Other Minerals,"212390, 212290",-4,2
MINSURI1.LM,Gold,"331410, 212220",-4,2
LUN.TO,candelaria,"212230, 212220",-4,4
LUN.TO,Zinkgruvan,212230,-4,4
LUN.TO,Other,,-4,4
LUN.TO,Eagle,"212230, 212220",-4,4
HBM.TO,Corporate Activities,,-4,4
HBM.TO,Manitoba,"212230, 212220",-4,4
HBM.TO,Peru,"212230, 212220",-4,4
HBM.TO,Arizona,212230,-4,4
CYRE3.SA,Services,237210,-4,4
CYRE3.SA,Deductions,,-4,4
CYRE3.SA,Housing,"236118, 236117",-4,4
CYRE3.SA,Sale of Real Estate,"236118, 236117",-4,4
EAF.N,,,-4,0
BESALCO.SN,Real Estate,"236117, 236116, 236115",-4,5
BESALCO.SN,Machinery,"532412, 213115, 213114",-4,5
BESALCO.SN,Intercompany Eliminations,,-4,5
BESALCO.SN,Projects Investment,"523999, 237990, 237310",-4,5
BESALCO.SN,Civil Works,"237990, 237310, 236220",-4,5
HEO.TO,,,-4,0
AEIS.OQ,,,-4,0
PARAUCO.SN,Chile,"531312, 531120",-4,4
PARAUCO.SN,Peru,"531312, 531120, 236220",-4,4
PARAUCO.SN,Colombia,"531312, 531120, 236220",-4,4
PARAUCO.SN,Others,,-4,4
ANTARCHILE.SN,Fuel/Copec,"424720, 424710",-4,7
ANTARCHILE.SN,Sonacol,486110,-4,7
ANTARCHILE.SN,Gas/Abastible,"457210, 424720",-4,7
ANTARCHILE.SN,Eliminations,,-4,7
ANTARCHILE.SN,Forestry/Arauco,113310,-4,7
ANTARCHILE.SN,Fishing/Igemar,114111,-4,7
ANTARCHILE.SN,Other Services and Investments,,-4,7
ENDISPC1.LM,,,-4,0
ALICORC1.LM,Animal Nutrition,311119,-4,5
ALICORC1.LM,High Volume Products,"424490, 311821, 311211",-4,5
ALICORC1.LM,Industrial Products,"311824, 311941, 311225, 311211",-4,5
ALICORC1.LM,Other,,-4,5
ALICORC1.LM,Milling,311211,-4,5
PBH.TO,Premium Food Distribution,"424460, 424420, 424410",-4,2
PBH.TO,Specialty Foods,"424410, 311999, 311919, 311412",-4,2
CCB.CN,Concrete,327320,-4,3
CCB.CN,Cement,327310,-4,3
CCB.CN,Other,,-4,3
HUBG.OQ,,,-4,0
POR.N,,,-4,0
BDGI.TO,,,-4,0
CENX.OQ,,,-4,0
IMI.CN,Carulla,445110,-4,7
IMI.CN,Exito,445110,-4,7
IMI.CN,BTB,445110,-4,7
IMI.CN,Uruguay,"455219, 455211",-4,7
IMI.CN,Argentina,445110,-4,7
IMI.CN,Surtimax-Super Inter,445110,-4,7
IMI.CN,Eliminations,,-4,7
NCH.CN,Other,,-4,9
NCH.CN,Pasta,311824,-4,9
NCH.CN,Meat,"311615, 311612",-4,9
NCH.CN,Ice Cream,311520,-4,9
NCH.CN,Cookies,"311824, 311821",-4,9
NCH.CN,Coffee,311920,-4,9
NCH.CN,Chocolate,311351,-4,9
NCH.CN,TMLUC,312111,-4,9
NCH.CN,Retail Foods,722513,-4,9
CASS.OQ,Banking Services,522110,-4,3
CASS.OQ,Corporate and Eliminations,,-4,3
CASS.OQ,Information Services,522320,-4,3
HAYN.OQ,"STEEL WORKS, BLAST FURNACES & ROLLING",,-4,1
SRCL.OQ,International RCS,"562119, 562112",-4,3
SRCL.OQ,Domestic and Canada RCS,"562119, 221320",-4,3
SRCL.OQ,All other,"562119, 562112",-4,3
KKR.N,,,-4,0
ARA.MX,Social Interest,"236118, 236117",-4,4
ARA.MX,Residential,"236118, 236117",-4,4
ARA.MX,Other,,-4,4
ARA.MX,Medium,"236118, 236117",-4,4
UNFI.N,Eliminations,,-4,4
UNFI.N,Other,,-4,4
UNFI.N,Wholesale,424410,-4,4
UNFI.N,Retail,"445110, 424490",-4,4
STLD.OQ,Corporate and Eliminations,,-4,5
STLD.OQ,Steel Fabrication Operation,"331110, 332312",-4,5
STLD.OQ,All Other,,-4,5
STLD.OQ,Steel,"331110, 331221",-4,5
STLD.OQ,Metal Recycling/ Ferrous Resources,"331110, 423930, 332312, 331492",-4,5
BDT.TO,,,-4,0
OGE.N,Other Operations,,-4,4
OGE.N,Electric Utility,"221118, 221122, 221121, 221112",-4,4
OGE.N,Intersegment Eliminations,,-4,4
OGE.N,Natural Gas Midstream Operations,"486210, 221210, 213112",-4,4
SBSP3.SA,Sanitation,"221320, 221310",-4,2
SBSP3.SA,Reconciliation,,-4,2
EEFT.OQ,"Corporate Services, Eliminations and Other",,-4,4
EEFT.OQ,Money Transfer,522320,-4,4
EEFT.OQ,EFT Processing,522320,-4,4
EEFT.OQ,Epay,"517121, 522320",-4,4
NPI.TO,Elimination,,-4,5
NPI.TO,Other,,-4,5
NPI.TO,Thermal,"221118, 221112",-4,5
NPI.TO,On Shore Renewables,"221118, 221112",-4,5
NPI.TO,Offshore wind,221118,-4,5
BX.N,Private Equity,523910,-4,5
BX.N,Hedge Fund solution,523940,-4,5
BX.N,Credit & Insurance,523940,-4,5
BX.N,Real Estate,525990,-4,5
BX.N,Consolidation Adjustments,,-4,5
AWK.N,Market-Based Operations,"562998, 237110, 221310",-4,3
AWK.N,Other,,-4,3
AWK.N,Regulated Businesses,221310,-4,3
ENGI4.SA,Commercialization,221122,-4,5
ENGI4.SA,Services,221122,-4,5
ENGI4.SA,Generation,221122,-4,5
ENGI4.SA,Distribution,221122,-4,5
ENGI4.SA,Transmission,221121,-4,5
SOL.N,Other,,-4,4
SOL.N,Solar power projects,237130,-4,4
SOL.N,Electricity Generation,"221118, 237990",-4,4
SOL.N,EPC Services,541330,-4,4
CVI.N,Petroleum,"486110, 324110",-4,3
CVI.N,Nitrogen Fertilizer,325311,-4,3
CVI.N,Other,,-4,3
PRIM.N,Power,"541330, 237130, 236210",-4,5
PRIM.N,Pipeline,"541330, 237120",-4,5
PRIM.N,Civil,"541330, 237310",-4,5
PRIM.N,Utilities,"541330, 237130, 221210",-4,5
PRIM.N,Transmission,"237990, 221121",-4,5
HBOR3.SA,,,-4,0
ENEV3.SA,Energy Commercialization,221122,-4,6
ENEV3.SA,Corporate,,-4,6
ENEV3.SA,Eliminations,,-4,6
ENEV3.SA,Thermal Coal,221112,-4,6
ENEV3.SA,Upstream,211120,-4,6
ENEV3.SA,Thermals Gas,221112,-4,6
TGH.N,Eliminations,,-4,5
TGH.N,Other,,-4,5
TGH.N,Container Management,"561499, 541110, 532490, 532411",-4,5
TGH.N,Container Ownership,"562219, 541219, 532411, 531190",-4,5
TGH.N,Container Resale,"811490, 532411, 488330, 488320",-4,5
FOR.N,Real Estate segment,,-4,1
TNK.N,Ship-to-ship transfer segment,483111,-4,3
TNK.N,Inter-segment revenue,,-4,3
TNK.N,Conventional Tanker segment,483111,-4,3
IPI.N,Other,,-4,4
IPI.N,Trio,212390,-4,4
IPI.N,Potash,212390,-4,4
IPI.N,Oilfield Solutions,212390,-4,4
FRES.L,Herradura,212220,-4,9
FRES.L,Eliminations,,-4,9
FRES.L,Fresnillo,212220,-4,9
FRES.L,Other,,-4,9
FRES.L,Cienega,212220,-4,9
FRES.L,Soledad Dipolos,212220,-4,9
FRES.L,Saucito,212220,-4,9
FRES.L,Noche Buena,212220,-4,9
FRES.L,San Julian,212220,-4,9
MYRG.OQ,T&D,"541330, 237130",-4,2
MYRG.OQ,C&I,238210,-4,2
AD_u.TO,,,-4,0
KRO.N,,,-4,0
SFL.N,,,-4,0
CENCOSUD.SN,Supermarket,"445298, 445110",-4,8
CENCOSUD.SN,Support Services & Adjustment,,-4,8
CENCOSUD.SN,Shopping Centers,531120,-4,8
CENCOSUD.SN,Financial Services,"524126, 524114, 524113, 522210",-4,8
CENCOSUD.SN,Department Store,455110,-4,8
CENCOSUD.SN,Home Improvement,444110,-4,8
CENCOSUD.SN,Argentina - Currency Conversion,,-4,8
CENCOSUD.SN,Argentina - Hyperinflationary Economy,,-4,8
BGS.N,,,-4,0
HEP.N,Refinery processing units - affiliate,324110,-4,3
HEP.N,Pipelines and terminals - third-party,"486210, 486110, 424710",-4,3
HEP.N,Pipelines and terminals - affiliate,"486210, 486110, 424710",-4,3
CSMG3.SA,Water Supply,221310,-4,4
CSMG3.SA,Sewage,221320,-4,4
CSMG3.SA,Solid Waste,562212,-4,4
CSMG3.SA,Reconciliation,,-4,4
ENS.N,Americas,"335910, 335999",-4,3
ENS.N,EMEA,"335910, 335999",-4,3
ENS.N,Asia,"335910, 335999",-4,3
CNS.N,,,-4,0
ORA.N,Products Segment,335999,-4,3
ORA.N,Electricity Segment,"221118, 221122",-4,3
ORA.N,Other,"221122, 221121",-4,3
ULH.OQ,Other,,-4,3
ULH.OQ,Transportation,482111,-4,3
ULH.OQ,Contract logistics,541614,-4,3
WEX.N,Fleet Solutions,522320,-4,3
WEX.N,Travel and Corporate Solutions,"541511, 522320",-4,3
WEX.N,Health and Employee Benefit Solutions,522320,-4,3
EXLS.OQ,Analytics,541618,-4,6
EXLS.OQ,Insurance,"524292, 524210",-4,6
EXLS.OQ,"Travel, Transportation and Logistics","541614, 493110, 488510",-4,6
EXLS.OQ,Healthcare,541618,-4,6
EXLS.OQ,All Others,541618,-4,6
EXLS.OQ,Finance and Accounting,541219,-4,6
MDIA3.SA,,,-4,0
BEEF3.SA,Processed Meat,"325199, 311999, 311612",-4,2
BEEF3.SA,Meat,"311612, 311611",-4,2
HTGC.N,,,-4,0
SPWR.OQ,"Residential, Light Commercial","517121, 522220, 493190",-4,3
SPWR.OQ,Commercial and Industrial Solutions,"221118, 541330, 221122",-4,3
SPWR.OQ,Other,,-4,3
MULT3.SA,Shopping,531120,-4,4
MULT3.SA,Projects,"531390, 531120, 236220",-4,4
MULT3.SA,Real Estate,236220,-4,4
MULT3.SA,Management,"531390, 531312",-4,4
CSAN3.SA,Eliminations,,-4,7
CSAN3.SA,Raizen Energia,"311314, 221118, 325193",-4,7
CSAN3.SA,Comgas,221210,-4,7
CSAN3.SA,Adjustments,,-4,7
CSAN3.SA,Moove,324191,-4,7
CSAN3.SA,Raizen - Brasil,457110,-4,7
CSAN3.SA,Raizen - Argentina,457110,-4,7
ACM.N,Corporate,,-4,4
ACM.N,AECOM Capital (ACAP),531390,-4,4
ACM.N,Americas,"541618, 541330",-4,4
ACM.N,International,"541618, 541330",-4,4
CF.N,Other,,-4,5
CF.N,UAN,325311,-4,5
CF.N,Granular Urea,325311,-4,5
CF.N,Ammonia,325311,-4,5
CF.N,AN,325311,-4,5
DK.N,Retail,457110,-4,4
